Order,Batsman,Dismissal,R,B,M,4s,6s,SR,Batting Team,Bowling Team,Match ID,Season,Season Match No,Match No
3,AC Blizzard,c Smith b O'Keefe,27,21,,3,1,128.57,Adelaide Strikers,Sydney Sixers,524936,BBL01,22,22
4,TLW Cooper,c Smith b McCullum,1,2,,0,0,50,Adelaide Strikers,Sydney Sixers,524936,BBL01,22,22
5,CJ Borgas,st †Nevill b O'Keefe,8,9,,0,0,88.88,Adelaide Strikers,Sydney Sixers,524936,BBL01,22,22
6,AW O'Brien,lbw b McCullum,1,2,,0,0,50,Adelaide Strikers,Sydney Sixers,524936,BBL01,22,22
7,AJ Crosthwaite †,c Henriques b MacGill,13,21,,1,0,61.9,Adelaide Strikers,Sydney Sixers,524936,BBL01,22,22
8,BG Drew,lbw b MacGill,5,11,,0,0,45.45,Adelaide Strikers,Sydney Sixers,524936,BBL01,22,22
9,DR Salpietro, b Lee,12,21,,0,0,57.14,Adelaide Strikers,Sydney Sixers,524936,BBL01,22,22
10,KW Richardson,c Henriques b Smith,0,1,,0,0,0,Adelaide Strikers,Sydney Sixers,524936,BBL01,22,22
11,AC Thomas,not out,5,10,,0,0,50,Adelaide Strikers,Sydney Sixers,524936,BBL01,22,22
1,UT Khawaja,c †Ronchi b Coulter-Nile,8,8,12,1,0,100,Sydney Thunder,Perth Scorchers,524937,BBL01,23,23
2,CH Gayle,c †Ronchi b Coulter-Nile,20,16,24,2,1,125,Sydney Thunder,Perth Scorchers,524937,BBL01,23,23
3,DLR Smith (c),c Marsh b Coulter-Nile,6,10,14,1,0,60,Sydney Thunder,Perth Scorchers,524937,BBL01,23,23
4,BR Dunk †,run out (Rimmington),13,19,23,0,0,68.42,Sydney Thunder,Perth Scorchers,524937,BBL01,23,23
5,JS Floros, b Hogg,4,10,10,0,0,40,Sydney Thunder,Perth Scorchers,524937,BBL01,23,23
6,LR Butterworth,run out (Hogg),5,11,7,0,0,45.45,Sydney Thunder,Perth Scorchers,524937,BBL01,23,23
7,TJ Armstrong,c Katich b Rimmington,25,25,30,0,2,100,Sydney Thunder,Perth Scorchers,524937,BBL01,23,23
8,SA Abbott, b Hogg,0,1,1,0,0,0,Sydney Thunder,Perth Scorchers,524937,BBL01,23,23
9,SJ Coyte,run out (Coulter-Nile),12,11,14,2,0,109.09,Sydney Thunder,Perth Scorchers,524937,BBL01,23,23
10,TA Copeland,run out (Coulter-Nile),1,3,4,0,0,33.33,Sydney Thunder,Perth Scorchers,524937,BBL01,23,23
11,LA Doran,not out,1,2,2,0,0,50,Sydney Thunder,Perth Scorchers,524937,BBL01,23,23
1,L Ronchi †, b Coyte,0,2,1,0,0,0,Perth Scorchers,Sydney Thunder,524937,BBL01,23,23
2,MJ North (c),not out,38,25,47,1,1,152,Perth Scorchers,Sydney Thunder,524937,BBL01,23,23
3,MR Marsh,not out,64,58,45,1,5,110.34,Perth Scorchers,Sydney Thunder,524937,BBL01,23,23
1,AW Robinson, b Nannes,4,3,3,1,0,133.33,Brisbane Heat,Melbourne Renegades,524938,BBL01,24,24
2,ML Hayden,c Maxwell b Heal,28,28,36,2,1,100,Brisbane Heat,Melbourne Renegades,524938,BBL01,24,24
3,CA Lynn,c †Manou b Shahid Afridi,34,27,36,3,2,125.92,Brisbane Heat,Melbourne Renegades,524938,BBL01,24,24
4,DT Christian,lbw b Shahid Afridi,5,8,10,0,0,62.5,Brisbane Heat,Melbourne Renegades,524938,BBL01,24,24
5,PJ Forrest (c), b Shahid Afridi,0,1,1,0,0,0,Brisbane Heat,Melbourne Renegades,524938,BBL01,24,24
6,RE van der Merwe,c Reardon b Harwood,36,24,40,2,2,150,Brisbane Heat,Melbourne Renegades,524938,BBL01,24,24
7,DL Vettori,c Nannes b Abdul Razzaq,40,25,28,4,1,160,Brisbane Heat,Melbourne Renegades,524938,BBL01,24,24
8,MG Neser,not out,13,5,8,1,1,260,Brisbane Heat,Melbourne Renegades,524938,BBL01,24,24
9,CD Hartley †,not out,0,0,1,0,0,-,Brisbane Heat,Melbourne Renegades,524938,BBL01,24,24
1,Shahid Afridi,c Hayden b McDermott,26,14,17,4,1,185.71,Melbourne Renegades,Brisbane Heat,524938,BBL01,24,24
2,BJ Hodge, b Christian,1,5,6,0,0,20,Melbourne Renegades,Brisbane Heat,524938,BBL01,24,24
3,AJ Finch,run out (Robinson),72,46,66,3,5,156.52,Melbourne Renegades,Brisbane Heat,524938,BBL01,24,24
4,AB McDonald (c),c Robinson b McDermott,7,14,13,0,0,50,Melbourne Renegades,Brisbane Heat,524938,BBL01,24,24
5,NJ Reardon,c van der Merwe b Neser,5,8,11,0,0,62.5,Melbourne Renegades,Brisbane Heat,524938,BBL01,24,24
6,Abdul Razzaq,c Robinson b Neser,1,3,2,0,0,33.33,Melbourne Renegades,Brisbane Heat,524938,BBL01,24,24
7,GJ Maxwell,c Forrest b Neser,10,6,6,2,0,166.66,Melbourne Renegades,Brisbane Heat,524938,BBL01,24,24
8,GA Manou †,not out,18,20,30,1,0,90,Melbourne Renegades,Brisbane Heat,524938,BBL01,24,24
9,SM Harwood,run out (†Hartley),3,3,7,0,0,100,Melbourne Renegades,Brisbane Heat,524938,BBL01,24,24
10,AK Heal, b McDermott,0,1,1,0,0,0,Melbourne Renegades,Brisbane Heat,524938,BBL01,24,24
11,DP Nannes,not out,2,2,1,0,0,100,Melbourne Renegades,Brisbane Heat,524938,BBL01,24,24
1,BB McCullum †,c Abbott b Bills,6,7,8,1,0,85.71,Brisbane Heat,Sydney Thunder,524939,BBL01,25,25
2,ML Hayden,c Doran b Coyte,6,6,13,1,0,100,Brisbane Heat,Sydney Thunder,524939,BBL01,25,25
3,AW Robinson,c Abbott b Bills,25,16,15,3,2,156.25,Brisbane Heat,Sydney Thunder,524939,BBL01,25,25
4,DT Christian,not out,75,47,70,5,4,159.57,Brisbane Heat,Sydney Thunder,524939,BBL01,25,25
5,PJ Forrest (c),c Day b Doran,33,27,40,1,1,122.22,Brisbane Heat,Sydney Thunder,524939,BBL01,25,25
6,CA Lynn,not out,37,17,18,0,4,217.64,Brisbane Heat,Sydney Thunder,524939,BBL01,25,25
1,UT Khawaja,c †McCullum b Neser,37,36,63,6,0,102.77,Sydney Thunder,Brisbane Heat,524939,BBL01,25,25
2,CH Gayle,c †McCullum b McDermott,0,1,5,0,0,0,Sydney Thunder,Brisbane Heat,524939,BBL01,25,25
3,TD Cruickshank,c †McCullum b McDermott,0,4,2,0,0,0,Sydney Thunder,Brisbane Heat,524939,BBL01,25,25
4,BR Dunk †,c Hayden b Swan,6,19,20,0,0,31.57,Sydney Thunder,Brisbane Heat,524939,BBL01,25,25
5,DLR Smith (c),c Neser b Christian,2,4,4,0,0,50,Sydney Thunder,Brisbane Heat,524939,BBL01,25,25
6,TJ Armstrong, b Vettori,4,14,14,0,0,28.57,Sydney Thunder,Brisbane Heat,524939,BBL01,25,25
7,SA Abbott,not out,22,22,37,1,1,100,Sydney Thunder,Brisbane Heat,524939,BBL01,25,25
8,MR Day,not out,29,20,23,1,1,145,Sydney Thunder,Brisbane Heat,524939,BBL01,25,25
1,AJ Finch,c Hogan b Krejza,67,45,,5,3,148.88,Melbourne Renegades,Hobart Hurricanes,524940,BBL01,26,26
2,BJ Hodge,c Hogan b Laughlin,63,41,,8,1,153.65,Melbourne Renegades,Hobart Hurricanes,524940,BBL01,26,26
3,NJ Reardon,c Hogan b Krejza,17,16,,1,0,106.25,Melbourne Renegades,Hobart Hurricanes,524940,BBL01,26,26
4,Shahid Afridi,not out,18,10,,0,2,180,Melbourne Renegades,Hobart Hurricanes,524940,BBL01,26,26
5,AB McDonald (c), b Krejza,1,2,,0,0,50,Melbourne Renegades,Hobart Hurricanes,524940,BBL01,26,26
6,WD Sheridan,not out,5,6,,0,0,83.33,Melbourne Renegades,Hobart Hurricanes,524940,BBL01,26,26
1,JW Wells,c Sheridan b BG McDonald,72,61,,7,1,118.03,Hobart Hurricanes,Melbourne Renegades,524940,BBL01,26,26
2,MJ Cosgrove, b Nannes,2,5,,0,0,40,Hobart Hurricanes,Melbourne Renegades,524940,BBL01,26,26
3,TR Birt,lbw b Shahid Afridi,25,16,,0,3,156.25,Hobart Hurricanes,Melbourne Renegades,524940,BBL01,26,26
4,OA Shah,not out,49,30,,5,1,163.33,Hobart Hurricanes,Melbourne Renegades,524940,BBL01,26,26
5,PA Jaques,not out,12,7,,1,0,171.42,Hobart Hurricanes,Melbourne Renegades,524940,BBL01,26,26
1,BJ Haddin (c) †,c †Ronchi b Beer,0,2,1,0,0,0,Sydney Sixers,Perth Scorchers,524941,BBL01,27,27
2,MJ Lumb,lbw b Coulter-Nile,3,3,13,0,0,100,Sydney Sixers,Perth Scorchers,524941,BBL01,27,27
3,NJ Maddinson,c Edmondson b Hogg,49,31,38,3,3,158.06,Sydney Sixers,Perth Scorchers,524941,BBL01,27,27
4,MC Henriques,c Edmondson b Hogg,31,33,45,2,0,93.93,Sydney Sixers,Perth Scorchers,524941,BBL01,27,27
5,SPD Smith, b Coulter-Nile,51,25,27,4,3,204,Sydney Sixers,Perth Scorchers,524941,BBL01,27,27
6,BJ Rohrer,run out (†Ronchi),12,12,28,0,0,100,Sydney Sixers,Perth Scorchers,524941,BBL01,27,27
7,DJ Thornely,c SE Marsh b Coulter-Nile,19,8,10,1,2,237.5,Sydney Sixers,Perth Scorchers,524941,BBL01,27,27
8,NL McCullum, b Edmondson,2,3,4,0,0,66.66,Sydney Sixers,Perth Scorchers,524941,BBL01,27,27
9,SNJ O'Keefe,run out (†Ronchi),0,1,4,0,0,0,Sydney Sixers,Perth Scorchers,524941,BBL01,27,27
10,B Lee,c SE Marsh b Edmondson,0,2,3,0,0,0,Sydney Sixers,Perth Scorchers,524941,BBL01,27,27
11,MA Starc,not out,1,1,1,0,0,100,Sydney Sixers,Perth Scorchers,524941,BBL01,27,27
1,SE Marsh, b Starc,18,18,17,3,0,100,Perth Scorchers,Sydney Sixers,524941,BBL01,27,27
2,MJ North (c),run out (Smith/Lee),59,52,94,7,0,113.46,Perth Scorchers,Sydney Sixers,524941,BBL01,27,27
3,MR Marsh, b Starc,0,1,1,0,0,0,Perth Scorchers,Sydney Sixers,524941,BBL01,27,27
4,PD Collingwood,lbw b Starc,2,3,2,0,0,66.66,Perth Scorchers,Sydney Sixers,524941,BBL01,27,27
5,SM Katich,run out (Henriques),31,23,34,3,1,134.78,Perth Scorchers,Sydney Sixers,524941,BBL01,27,27
6,L Ronchi †,c O'Keefe b Henriques,34,13,17,4,2,261.53,Perth Scorchers,Sydney Sixers,524941,BBL01,27,27
7,NM Coulter-Nile,not out,11,13,18,1,0,84.61,Perth Scorchers,Sydney Sixers,524941,BBL01,27,27
1,DJ Harris,c White b McKay,17,15,19,1,0,113.33,Adelaide Strikers,Melbourne Stars,524942,BBL01,28,28
2,M Klinger (c),c Hussey b McKay,25,20,26,1,0,125,Adelaide Strikers,Melbourne Stars,524942,BBL01,28,28
3,AC Blizzard,c White b Faulkner,7,9,17,0,0,77.77,Adelaide Strikers,Melbourne Stars,524942,BBL01,28,28
4,CJ Ferguson,c White b Faulkner,41,29,47,2,1,141.37,Adelaide Strikers,Melbourne Stars,524942,BBL01,28,28
5,JEC Franklin,c Quiney b Hussey,7,11,16,0,0,63.63,Adelaide Strikers,Melbourne Stars,524942,BBL01,28,28
6,TLW Cooper,c Bird b McKay,9,11,12,0,0,81.81,Adelaide Strikers,Melbourne Stars,524942,BBL01,28,28
7,AJ Crosthwaite †, b Hussey,4,6,10,0,0,66.66,Adelaide Strikers,Melbourne Stars,524942,BBL01,28,28
8,AW O'Brien,c †Wade b Bird,8,9,14,0,0,88.88,Adelaide Strikers,Melbourne Stars,524942,BBL01,28,28
9,AC Thomas,run out (Voges),4,5,7,0,0,80,Adelaide Strikers,Melbourne Stars,524942,BBL01,28,28
10,NM Lyon, b Bird,0,2,4,0,0,0,Adelaide Strikers,Melbourne Stars,524942,BBL01,28,28
11,BE McGain,not out,0,0,1,0,0,-,Adelaide Strikers,Melbourne Stars,524942,BBL01,28,28
1,RJ Quiney,run out (Lyon),2,6,11,0,0,33.33,Melbourne Stars,Adelaide Strikers,524942,BBL01,28,28
2,LJ Wright,c †Crosthwaite b Franklin,9,14,22,1,0,64.28,Melbourne Stars,Adelaide Strikers,524942,BBL01,28,28
3,AC Voges,st †Crosthwaite b McGain,16,16,17,1,0,100,Melbourne Stars,Adelaide Strikers,524942,BBL01,28,28
4,DJ Hussey,not out,41,36,54,3,1,113.88,Melbourne Stars,Adelaide Strikers,524942,BBL01,28,28
5,CL White (c),c Harris b Franklin,28,30,33,0,1,93.33,Melbourne Stars,Adelaide Strikers,524942,BBL01,28,28
6,GJ Bailey,not out,19,11,13,1,1,172.72,Melbourne Stars,Adelaide Strikers,524942,BBL01,28,28
1,HH Gibbs,c & b Wright,71,46,71,11,0,154.34,Perth Scorchers,Melbourne Stars,524943,BBL01,29,29
2,MJ North (c),c Hussey b Bird,23,20,27,1,1,115,Perth Scorchers,Melbourne Stars,524943,BBL01,29,29
3,PD Collingwood,c Bailey b McKay,31,25,32,3,0,124,Perth Scorchers,Melbourne Stars,524943,BBL01,29,29
4,MR Marsh,not out,41,22,26,1,4,186.36,Perth Scorchers,Melbourne Stars,524943,BBL01,29,29
5,L Ronchi †,not out,5,7,16,0,0,71.42,Perth Scorchers,Melbourne Stars,524943,BBL01,29,29
1,RJ Quiney,st †Ronchi b Beer,8,4,3,2,0,200,Melbourne Stars,Perth Scorchers,524943,BBL01,29,29
2,LJ Wright,c North b Edmondson,33,25,46,3,1,132,Melbourne Stars,Perth Scorchers,524943,BBL01,29,29
3,JP Faulkner,c Marsh b Hogg,38,27,32,5,0,140.74,Melbourne Stars,Perth Scorchers,524943,BBL01,29,29
4,AC Voges,c Rimmington b Marsh,9,14,23,0,0,64.28,Melbourne Stars,Perth Scorchers,524943,BBL01,29,29
5,DJ Hussey,c †Ronchi b Edmondson,0,1,1,0,0,0,Melbourne Stars,Perth Scorchers,524943,BBL01,29,29
6,CL White (c),c Katich b Marsh,14,14,19,1,1,100,Melbourne Stars,Perth Scorchers,524943,BBL01,29,29
7,GJ Bailey, b Hogg,4,7,12,0,0,57.14,Melbourne Stars,Perth Scorchers,524943,BBL01,29,29
8,MS Wade †,c Marsh b Rimmington,37,17,21,2,3,217.64,Melbourne Stars,Perth Scorchers,524943,BBL01,29,29
9,CJ McKay,not out,14,10,21,0,1,140,Melbourne Stars,Perth Scorchers,524943,BBL01,29,29
10,JM Bird,not out,0,1,3,0,0,0,Melbourne Stars,Perth Scorchers,524943,BBL01,29,29
1,MC Henriques,c & b Doherty,0,3,,0,0,0,Sydney Sixers,Hobart Hurricanes,524944,BBL01,30,30
2,SNJ O'Keefe,c Shah b Krejza,30,24,,5,0,125,Sydney Sixers,Hobart Hurricanes,524944,BBL01,30,30
