,Order,Batsman,Dismissal,R,B,M,4s,6s,SR,Batting Team,Bowling Team,Match ID,Season,Season Match No,Match No
3152,1,BB McCullum (c),c Cooper b Perera,64,40,,6,3,160,Brisbane Heat,Melbourne Renegades,1023639,BBL06,30,201
3153,2,JJ Peirson †,c †Harriott b Pattinson,1,2,,0,0,50,Brisbane Heat,Melbourne Renegades,1023639,BBL06,30,201
3154,3,SD Heazlett,c Harris b Perera,28,12,,3,2,233.33,Brisbane Heat,Melbourne Renegades,1023639,BBL06,30,201
3155,4,AI Ross,lbw b Hogg,16,20,,0,0,80,Brisbane Heat,Melbourne Renegades,1023639,BBL06,30,201
3156,5,JA Burns,c Perera b Rimmington,35,22,,1,2,159.09,Brisbane Heat,Melbourne Renegades,1023639,BBL06,30,201
3157,6,BCJ Cutting,c Perera b Rimmington,35,18,,1,2,194.44,Brisbane Heat,Melbourne Renegades,1023639,BBL06,30,201
3158,7,M Labuschagne,c Harris b Narine,1,2,,0,0,50,Brisbane Heat,Melbourne Renegades,1023639,BBL06,30,201
3159,8,JD Wildermuth,c †Harriott b Narine,0,1,,0,0,0,Brisbane Heat,Melbourne Renegades,1023639,BBL06,30,201
3160,9,ND Buchanan,run out (Finch/Rimmington),0,1,,0,0,0,Brisbane Heat,Melbourne Renegades,1023639,BBL06,30,201
3161,10,MT Steketee,not out,0,1,,0,0,0,Brisbane Heat,Melbourne Renegades,1023639,BBL06,30,201
3162,11,MJ Swepson,run out (†Harriott/Rimmington),0,0,,0,0,-,Brisbane Heat,Melbourne Renegades,1023639,BBL06,30,201
3163,1,TD Paine (c) †,c †Whiteman b Johnson,5,11,,1,0,45.45,Hobart Hurricanes,Perth Scorchers,1023641,BBL06,31,202
3164,2,DJM Short, b Bresnan,36,24,,4,1,150,Hobart Hurricanes,Perth Scorchers,1023641,BBL06,31,202
3165,3,BR McDermott,c Tye b Johnson,10,10,,0,1,100,Hobart Hurricanes,Perth Scorchers,1023641,BBL06,31,202
3166,4,GJ Bailey,c Bresnan b Agar,10,13,,0,0,76.92,Hobart Hurricanes,Perth Scorchers,1023641,BBL06,31,202
3167,5,DT Christian,c Agar b Voges,5,9,,0,0,55.55,Hobart Hurricanes,Perth Scorchers,1023641,BBL06,31,202
3168,6,JW Wells,not out,28,25,,3,0,112,Hobart Hurricanes,Perth Scorchers,1023641,BBL06,31,202
3169,7,BJ Webster,c & b Bresnan,8,10,,1,0,80,Hobart Hurricanes,Perth Scorchers,1023641,BBL06,31,202
3170,8,CA Rose,not out,29,18,,3,1,161.11,Hobart Hurricanes,Perth Scorchers,1023641,BBL06,31,202
3171,1,SM Whiteman †,c & b Rose,9,6,,2,0,150,Perth Scorchers,Hobart Hurricanes,1023641,BBL06,31,202
3172,2,M Klinger,c Reed b Boyce,29,29,,3,0,100,Perth Scorchers,Hobart Hurricanes,1023641,BBL06,31,202
3173,3,SE Marsh,c †Paine b Broad,57,34,,7,2,167.64,Perth Scorchers,Hobart Hurricanes,1023641,BBL06,31,202
3174,4,AC Voges (c),not out,20,8,,1,2,250,Perth Scorchers,Hobart Hurricanes,1023641,BBL06,31,202
3175,5,AJ Turner,not out,16,7,,2,1,228.57,Perth Scorchers,Hobart Hurricanes,1023641,BBL06,31,202
3176,1,RJ Quiney,c Hughes b Henriques,35,19,,5,1,184.21,Melbourne Stars,Sydney Sixers,1023643,BBL06,32,203
3177,2,LJ Wright, b Lyon,62,47,,6,1,131.91,Melbourne Stars,Sydney Sixers,1023643,BBL06,32,203
3178,3,KP Pietersen,c Abbott b Dwarshuis,39,36,,2,0,108.33,Melbourne Stars,Sydney Sixers,1023643,BBL06,32,203
3179,4,EP Gulbis,st †Haddin b Lyon,0,2,,0,0,0,Melbourne Stars,Sydney Sixers,1023643,BBL06,32,203
3180,5,SE Gotch †,c †Haddin b Dwarshuis,1,3,,0,0,33.33,Melbourne Stars,Sydney Sixers,1023643,BBL06,32,203
3181,6,DJ Hussey (c),c Abbott b Dwarshuis,4,5,,0,0,80,Melbourne Stars,Sydney Sixers,1023643,BBL06,32,203
3182,7,SB Harper,run out (†Haddin),5,2,,1,0,250,Melbourne Stars,Sydney Sixers,1023643,BBL06,32,203
3183,8,BW Hilfenhaus,c Lyon b Abbott,4,4,,1,0,100,Melbourne Stars,Sydney Sixers,1023643,BBL06,32,203
3184,9,SM Boland,not out,2,2,,0,0,100,Melbourne Stars,Sydney Sixers,1023643,BBL06,32,203
3185,10,MA Beer,not out,0,0,,0,0,-,Melbourne Stars,Sydney Sixers,1023643,BBL06,32,203
3186,1,DP Hughes,lbw b Gulbis,34,33,,4,0,103.03,Sydney Sixers,Melbourne Stars,1023643,BBL06,32,203
3187,2,MJ Lumb, b Boland,6,8,,0,0,75,Sydney Sixers,Melbourne Stars,1023643,BBL06,32,203
3188,3,C Munro,c Quiney b Hilfenhaus,3,5,,0,0,60,Sydney Sixers,Melbourne Stars,1023643,BBL06,32,203
3189,4,MC Henriques (c), b Bowe,20,16,,3,0,125,Sydney Sixers,Melbourne Stars,1023643,BBL06,32,203
3190,5,NJ Maddinson,c sub (CJ Gannon) b Boland,14,13,,0,1,107.69,Sydney Sixers,Melbourne Stars,1023643,BBL06,32,203
3191,6,BJ Haddin †,c Quiney b Beer,10,9,,1,0,111.11,Sydney Sixers,Melbourne Stars,1023643,BBL06,32,203
3192,7,J Botha,c & b Boland,25,13,,3,0,192.3,Sydney Sixers,Melbourne Stars,1023643,BBL06,32,203
3193,8,SA Abbott,not out,33,17,,3,2,194.11,Sydney Sixers,Melbourne Stars,1023643,BBL06,32,203
3194,9,BJ Dwarshuis,not out,4,1,,1,0,400,Sydney Sixers,Melbourne Stars,1023643,BBL06,32,203
3195,1,RJ Quiney,c Richardson b Johnson,0,1,,0,0,0,Melbourne Stars,Perth Scorchers,1023645,BBL06,33,204
3196,2,LJ Wright,c Turner b Johnson,0,3,,0,0,0,Melbourne Stars,Perth Scorchers,1023645,BBL06,33,204
3197,3,KP Pietersen,c Klinger b Johnson,5,10,,0,0,50,Melbourne Stars,Perth Scorchers,1023645,BBL06,33,204
3198,4,SE Gotch †,c Agar b Bresnan,48,47,,3,3,102.12,Melbourne Stars,Perth Scorchers,1023645,BBL06,33,204
3199,5,MP Stoinis,c Marsh b Richardson,5,11,,1,0,45.45,Melbourne Stars,Perth Scorchers,1023645,BBL06,33,204
3200,6,DJ Hussey (c),c Bell b Turner,26,20,,1,2,130,Melbourne Stars,Perth Scorchers,1023645,BBL06,33,204
3201,7,EP Gulbis,c Marsh b Agar,9,8,,1,0,112.5,Melbourne Stars,Perth Scorchers,1023645,BBL06,33,204
3202,8,BW Hilfenhaus,c Agar b Tye,10,6,,0,1,166.66,Melbourne Stars,Perth Scorchers,1023645,BBL06,33,204
3203,9,DJ Worrall,not out,13,8,,0,1,162.5,Melbourne Stars,Perth Scorchers,1023645,BBL06,33,204
3204,10,SM Boland,not out,8,6,,1,0,133.33,Melbourne Stars,Perth Scorchers,1023645,BBL06,33,204
3205,1,SM Whiteman †,c Gulbis b Stoinis,31,26,,2,1,119.23,Perth Scorchers,Melbourne Stars,1023645,BBL06,33,204
3206,2,M Klinger,c Hussey b Worrall,7,5,,0,1,140,Perth Scorchers,Melbourne Stars,1023645,BBL06,33,204
3207,3,SE Marsh,not out,56,44,,8,0,127.27,Perth Scorchers,Melbourne Stars,1023645,BBL06,33,204
3208,4,AC Voges (c),c Stoinis b Gulbis,13,11,,1,1,118.18,Perth Scorchers,Melbourne Stars,1023645,BBL06,33,204
3209,5,IR Bell,not out,26,15,,2,1,173.33,Perth Scorchers,Melbourne Stars,1023645,BBL06,33,204
3210,1,JJ Peirson †,c †Haddin b Abbott,19,13,,3,0,146.15,Brisbane Heat,Sydney Sixers,1023647,BBL06,34,205
3211,2,BB McCullum (c),c Abbott b Lyon,46,27,,4,3,170.37,Brisbane Heat,Sydney Sixers,1023647,BBL06,34,205
3212,3,SD Heazlett,st †Haddin b Lyon,0,4,,0,0,0,Brisbane Heat,Sydney Sixers,1023647,BBL06,34,205
3213,4,AI Ross,c Abbott b Lyon,17,28,,0,0,60.71,Brisbane Heat,Sydney Sixers,1023647,BBL06,34,205
3214,5,JA Burns,c †Haddin b Dwarshuis,20,13,,1,1,153.84,Brisbane Heat,Sydney Sixers,1023647,BBL06,34,205
3215,6,BCJ Cutting,c Lumb b Lyon,0,1,,0,0,0,Brisbane Heat,Sydney Sixers,1023647,BBL06,34,205
3216,7,M Labuschagne,c †Haddin b Abbott,20,17,,1,0,117.64,Brisbane Heat,Sydney Sixers,1023647,BBL06,34,205
3217,8,JD Wildermuth,c Lyon b Abbott,29,16,,2,2,181.25,Brisbane Heat,Sydney Sixers,1023647,BBL06,34,205
3218,9,MT Steketee,c Lyon b Abbott,0,1,,0,0,0,Brisbane Heat,Sydney Sixers,1023647,BBL06,34,205
3219,10,MJ Swepson,not out,0,0,,0,0,-,Brisbane Heat,Sydney Sixers,1023647,BBL06,34,205
3220,11,S Badree,not out,6,2,,1,0,300,Brisbane Heat,Sydney Sixers,1023647,BBL06,34,205
3221,1,DP Hughes,c Labuschagne b Steketee,46,44,,4,0,104.54,Sydney Sixers,Brisbane Heat,1023647,BBL06,34,205
3222,2,NJ Maddinson, b Burns,1,3,,0,0,33.33,Sydney Sixers,Brisbane Heat,1023647,BBL06,34,205
3223,3,C Munro,c McCullum b Badree,23,11,,4,0,209.09,Sydney Sixers,Brisbane Heat,1023647,BBL06,34,205
3224,4,MC Henriques (c),c Burns b Steketee,64,34,,5,3,188.23,Sydney Sixers,Brisbane Heat,1023647,BBL06,34,205
3225,5,MJ Lumb,st †Peirson b Swepson,2,3,,0,0,66.66,Sydney Sixers,Brisbane Heat,1023647,BBL06,34,205
3226,6,BJ Haddin †,run out (Badree/†Peirson),7,7,,0,0,100,Sydney Sixers,Brisbane Heat,1023647,BBL06,34,205
3227,7,J Botha,c †Peirson b Cutting,16,12,,3,0,133.33,Sydney Sixers,Brisbane Heat,1023647,BBL06,34,205
3228,8,SA Abbott,c Labuschagne b Wildermuth,2,3,,0,0,66.66,Sydney Sixers,Brisbane Heat,1023647,BBL06,34,205
3229,9,BJ Dwarshuis,not out,3,2,,0,0,150,Sydney Sixers,Brisbane Heat,1023647,BBL06,34,205
3230,10,NM Lyon,not out,0,1,,0,0,0,Sydney Sixers,Brisbane Heat,1023647,BBL06,34,205
3231,1,DP Hughes,c Bresnan b Turner,8,10,7,0,1,80,Sydney Sixers,Perth Scorchers,1023649,BBL06,35,206
3232,2,MJ Lumb,c †Whiteman b Johnson,5,5,15,1,0,100,Sydney Sixers,Perth Scorchers,1023649,BBL06,35,206
3233,3,NJ Maddinson,run out (Richardson/†Whiteman),1,2,5,0,0,50,Sydney Sixers,Perth Scorchers,1023649,BBL06,35,206
3234,4,MC Henriques (c),c Klinger b Richardson,21,22,35,1,1,95.45,Sydney Sixers,Perth Scorchers,1023649,BBL06,35,206
3235,5,BJ Haddin †,c Klinger b Richardson,38,25,26,4,2,152,Sydney Sixers,Perth Scorchers,1023649,BBL06,35,206
3236,6,JC Silk,c Johnson b Richardson,3,5,10,0,0,60,Sydney Sixers,Perth Scorchers,1023649,BBL06,35,206
3237,7,J Botha,c Richardson b Bresnan,32,25,35,3,1,128,Sydney Sixers,Perth Scorchers,1023649,BBL06,35,206
3238,8,SA Abbott,c Agar b Bresnan,5,10,21,0,0,50,Sydney Sixers,Perth Scorchers,1023649,BBL06,35,206
3239,9,BJ Dwarshuis, b Bresnan,9,7,10,1,0,128.57,Sydney Sixers,Perth Scorchers,1023649,BBL06,35,206
3240,10,NM Lyon,not out,9,7,9,1,0,128.57,Sydney Sixers,Perth Scorchers,1023649,BBL06,35,206
3241,11,JM Bird,not out,2,2,6,0,0,100,Sydney Sixers,Perth Scorchers,1023649,BBL06,35,206
3242,1,SM Whiteman †,st †Haddin b Lyon,41,21,31,5,3,195.23,Perth Scorchers,Sydney Sixers,1023649,BBL06,35,206
3243,2,M Klinger,not out,71,49,63,5,5,144.89,Perth Scorchers,Sydney Sixers,1023649,BBL06,35,206
3244,3,IR Bell,not out,31,25,33,2,1,124,Perth Scorchers,Sydney Sixers,1023649,BBL06,35,206
3245,1,JJ Roy,c Gibson b McClenaghan,2,5,,0,0,40,Sydney Sixers,Sydney Thunder,1114856,BBL07,1,207
3246,2,DP Hughes,c sub (N McAndrew) b Fawad Ahmed,29,27,,1,2,107.4,Sydney Sixers,Sydney Thunder,1114856,BBL07,1,207
3247,3,NJ Maddinson,lbw b Fawad Ahmed,31,21,,4,2,147.61,Sydney Sixers,Sydney Thunder,1114856,BBL07,1,207
3248,4,MC Henriques (c),c Watson b Nair,13,11,,0,1,118.18,Sydney Sixers,Sydney Thunder,1114856,BBL07,1,207
3249,5,SW Billings,run out (McClenaghan/†Buttler),32,21,,2,1,152.38,Sydney Sixers,Sydney Thunder,1114856,BBL07,1,207
3250,6,J Botha,lbw b Nair,0,3,,0,0,0,Sydney Sixers,Sydney Thunder,1114856,BBL07,1,207
3251,7,PM Nevill †,c †Buttler b Fekete,13,15,,1,0,86.66,Sydney Sixers,Sydney Thunder,1114856,BBL07,1,207
3252,8,SNJ O'Keefe,c Green b McClenaghan,19,14,,3,0,135.71,Sydney Sixers,Sydney Thunder,1114856,BBL07,1,207
3253,9,SA Abbott,run out (†Buttler/Green),7,4,,1,0,175,Sydney Sixers,Sydney Thunder,1114856,BBL07,1,207
3254,10,DR Sams,not out,0,0,,0,0,-,Sydney Sixers,Sydney Thunder,1114856,BBL07,1,207
3255,1,KR Patterson, b Sams,29,37,,2,0,78.37,Sydney Thunder,Sydney Sixers,1114856,BBL07,1,207
3256,2,JC Buttler †,c & b Sams,0,3,,0,0,0,Sydney Thunder,Sydney Sixers,1114856,BBL07,1,207
3257,3,SR Watson (c),c Henriques b Sams,77,46,,6,6,167.39,Sydney Thunder,Sydney Sixers,1114856,BBL07,1,207
3258,4,BJ Rohrer,c Henriques b Botha,7,6,,1,0,116.66,Sydney Thunder,Sydney Sixers,1114856,BBL07,1,207
3259,5,RJ Gibson,c O'Keefe b Sams,8,17,,0,0,47.05,Sydney Thunder,Sydney Sixers,1114856,BBL07,1,207
3260,6,AJ Nair,not out,12,6,,2,0,200,Sydney Thunder,Sydney Sixers,1114856,BBL07,1,207
3261,7,AC Blizzard,not out,11,7,,2,0,157.14,Sydney Thunder,Sydney Sixers,1114856,BBL07,1,207
3262,1,JJ Peirson †,c Hastings b Beer,1,5,,0,0,20,Brisbane Heat,Melbourne Stars,1114857,BBL07,2,208
3263,2,BB McCullum (c),c Maxwell b Stoinis,40,22,,4,2,181.81,Brisbane Heat,Melbourne Stars,1114857,BBL07,2,208
3264,3,SD Heazlett,c Hastings b Beer,14,11,,1,0,127.27,Brisbane Heat,Melbourne Stars,1114857,BBL07,2,208
3265,4,JA Burns,c †Dunk b Stoinis,50,28,,4,3,178.57,Brisbane Heat,Melbourne Stars,1114857,BBL07,2,208
3266,5,AI Ross,c Pietersen b Boland,51,36,,1,2,141.66,Brisbane Heat,Melbourne Stars,1114857,BBL07,2,208
3267,6,BCJ Cutting,run out (Maxwell/†Dunk),35,18,,3,2,194.44,Brisbane Heat,Melbourne Stars,1114857,BBL07,2,208
3268,7,MT Steketee,c Gulbis b Stoinis,0,2,,0,0,0,Brisbane Heat,Melbourne Stars,1114857,BBL07,2,208
3269,8,Shadab Khan,not out,0,0,,0,0,-,Brisbane Heat,Melbourne Stars,1114857,BBL07,2,208
3270,9,JK Lalor,not out,6,2,,1,0,300,Brisbane Heat,Melbourne Stars,1114857,BBL07,2,208
3271,1,BR Dunk †,c Swepson b Lalor,0,2,,0,0,0,Melbourne Stars,Brisbane Heat,1114857,BBL07,2,208
3272,2,LJ Wright, b Shadab Khan,19,15,,2,0,126.66,Melbourne Stars,Brisbane Heat,1114857,BBL07,2,208
3273,3,KP Pietersen,c McCullum b Doggett,10,9,,0,1,111.11,Melbourne Stars,Brisbane Heat,1114857,BBL07,2,208
3274,4,GJ Maxwell,c Doggett b Shadab Khan,8,5,,0,1,160,Melbourne Stars,Brisbane Heat,1114857,BBL07,2,208
3275,5,MP Stoinis,run out (sub [Labuschagne]/†Peirson),99,51,,6,6,194.11,Melbourne Stars,Brisbane Heat,1114857,BBL07,2,208
3276,6,JP Faulkner,not out,47,38,,1,2,123.68,Melbourne Stars,Brisbane Heat,1114857,BBL07,2,208
3277,7,EP Gulbis,c Doggett b Steketee,0,1,,0,0,0,Melbourne Stars,Brisbane Heat,1114857,BBL07,2,208
3278,8,JW Hastings (c),not out,0,0,,0,0,-,Melbourne Stars,Brisbane Heat,1114857,BBL07,2,208
3279,1,AJ Doolan,c Hogg b Bravo,26,21,,5,0,123.8,Hobart Hurricanes,Melbourne Renegades,1114858,BBL07,3,209
3280,2,DJM Short,lbw b Hogg,34,19,,4,1,178.94,Hobart Hurricanes,Melbourne Renegades,1114858,BBL07,3,209
3281,3,BR McDermott,c Finch b Bravo,34,24,,2,2,141.66,Hobart Hurricanes,Melbourne Renegades,1114858,BBL07,3,209
3282,4,GJ Bailey (c),st †Ludeman b Mohammad Nabi,25,24,,2,0,104.16,Hobart Hurricanes,Melbourne Renegades,1114858,BBL07,3,209
3283,5,DT Christian,c Cooper b Richardson,23,18,,0,1,127.77,Hobart Hurricanes,Melbourne Renegades,1114858,BBL07,3,209
3284,6,MS Wade †,c †Ludeman b Bravo,15,10,,0,1,150,Hobart Hurricanes,Melbourne Renegades,1114858,BBL07,3,209
3285,7,JC Archer,c Richardson b Bravo,1,2,,0,0,50,Hobart Hurricanes,Melbourne Renegades,1114858,BBL07,3,209
3286,8,CJ Boyce,c Mohammad Nabi b Bravo,4,2,,1,0,200,Hobart Hurricanes,Melbourne Renegades,1114858,BBL07,3,209
3287,9,CA Rose,not out,0,0,,0,0,-,Hobart Hurricanes,Melbourne Renegades,1114858,BBL07,3,209
3288,1,AJ Finch (c),c †Wade b Rose,4,2,,1,0,200,Melbourne Renegades,Hobart Hurricanes,1114858,BBL07,3,209
3289,2,MS Harris,c Boyce b Archer,50,34,,6,1,147.05,Melbourne Renegades,Hobart Hurricanes,1114858,BBL07,3,209
3290,3,CL White,not out,79,59,,8,2,133.89,Melbourne Renegades,Hobart Hurricanes,1114858,BBL07,3,209
3291,4,TLW Cooper,c †Wade b Archer,0,4,,0,0,0,Melbourne Renegades,Hobart Hurricanes,1114858,BBL07,3,209
3292,5,BJ Hodge,not out,22,14,,1,2,157.14,Melbourne Renegades,Hobart Hurricanes,1114858,BBL07,3,209
3293,1,AT Carey †,c Rohrer b Nair,44,26,,5,2,169.23,Adelaide Strikers,Sydney Thunder,1114859,BBL07,4,210
3294,2,J Weatherald,lbw b McClenaghan,8,6,,2,0,133.33,Adelaide Strikers,Sydney Thunder,1114859,BBL07,4,210
3295,3,TM Head (c),c †Buttler b Nair,36,29,,4,1,124.13,Adelaide Strikers,Sydney Thunder,1114859,BBL07,4,210
3296,4,CA Ingram,c Fawad Ahmed b Nair,15,15,,0,1,100,Adelaide Strikers,Sydney Thunder,1114859,BBL07,4,210
3297,5,JW Wells,run out (McClenaghan/†Buttler),13,17,,0,0,76.47,Adelaide Strikers,Sydney Thunder,1114859,BBL07,4,210
3298,6,JS Lehmann,c Patterson b McClenaghan,23,22,,3,0,104.54,Adelaide Strikers,Sydney Thunder,1114859,BBL07,4,210
3299,7,JR Dean,not out,12,6,,1,1,200,Adelaide Strikers,Sydney Thunder,1114859,BBL07,4,210
3300,8,Rashid Khan,not out,0,0,,0,0,-,Adelaide Strikers,Sydney Thunder,1114859,BBL07,4,210
3301,1,JC Buttler †,c Stanlake b Siddle,10,9,,2,0,111.11,Sydney Thunder,Adelaide Strikers,1114859,BBL07,4,210
3302,2,KR Patterson,c Siddle b Stanlake,48,37,,4,1,129.72,Sydney Thunder,Adelaide Strikers,1114859,BBL07,4,210
3303,3,SR Watson (c),c Wells b Head,12,12,,2,0,100,Sydney Thunder,Adelaide Strikers,1114859,BBL07,4,210
3304,4,RJ Gibson,c †Carey b Rashid Khan,4,8,,0,0,50,Sydney Thunder,Adelaide Strikers,1114859,BBL07,4,210
3305,5,BJ Rohrer, b Rashid Khan,0,2,,0,0,0,Sydney Thunder,Adelaide Strikers,1114859,BBL07,4,210
3306,6,AJ Nair,not out,23,22,,0,1,104.54,Sydney Thunder,Adelaide Strikers,1114859,BBL07,4,210
3307,7,AC Blizzard,c Head b Laughlin,2,2,,0,0,100,Sydney Thunder,Adelaide Strikers,1114859,BBL07,4,210
3308,8,CJ Green,lbw b Laughlin,0,1,,0,0,0,Sydney Thunder,Adelaide Strikers,1114859,BBL07,4,210
3309,9,MJ McClenaghan,c Head b Laughlin,0,1,,0,0,0,Sydney Thunder,Adelaide Strikers,1114859,BBL07,4,210
3310,10,Fawad Ahmed,c †Carey b Siddle,0,5,,0,0,0,Sydney Thunder,Adelaide Strikers,1114859,BBL07,4,210
3311,11,AL Fekete,c Ingram b Laughlin,1,7,,0,0,14.28,Sydney Thunder,Adelaide Strikers,1114859,BBL07,4,210
3312,1,JJ Roy,c Voges b Richardson,19,11,,3,0,172.72,Sydney Sixers,Perth Scorchers,1114860,BBL07,5,211
3313,2,DP Hughes, b Richardson,7,7,,1,0,100,Sydney Sixers,Perth Scorchers,1114860,BBL07,5,211
3314,3,NJ Maddinson,c Tye b Johnson,31,33,,2,0,93.93,Sydney Sixers,Perth Scorchers,1114860,BBL07,5,211
3315,4,MC Henriques (c),c †Inglis b Willey,1,3,,0,0,33.33,Sydney Sixers,Perth Scorchers,1114860,BBL07,5,211
3316,5,SW Billings,c Turner b Tye,0,1,,0,0,0,Sydney Sixers,Perth Scorchers,1114860,BBL07,5,211
3317,6,J Botha, b Willey,4,6,,0,0,66.66,Sydney Sixers,Perth Scorchers,1114860,BBL07,5,211
3318,7,PM Nevill †, b Johnson,18,20,,2,0,90,Sydney Sixers,Perth Scorchers,1114860,BBL07,5,211
3319,8,SNJ O'Keefe,c Richardson b Tye,23,18,,1,0,127.77,Sydney Sixers,Perth Scorchers,1114860,BBL07,5,211
3320,9,SA Abbott,c Johnson b Tye,23,13,,3,0,176.92,Sydney Sixers,Perth Scorchers,1114860,BBL07,5,211
3321,10,DR Sams,lbw b Tye,0,1,,0,0,0,Sydney Sixers,Perth Scorchers,1114860,BBL07,5,211
3322,11,DE Bollinger,not out,0,0,,0,0,-,Sydney Sixers,Perth Scorchers,1114860,BBL07,5,211
3323,1,WG Bosisto,c †Nevill b Abbott,21,20,,4,0,105,Perth Scorchers,Sydney Sixers,1114860,BBL07,5,211
3324,2,JR Philippe,c Bollinger b Abbott,7,10,,0,0,70,Perth Scorchers,Sydney Sixers,1114860,BBL07,5,211
3325,3,DJ Willey,c Maddinson b Abbott,13,16,,1,0,81.25,Perth Scorchers,Sydney Sixers,1114860,BBL07,5,211
3326,4,HWR Cartwright,c & b Bollinger,20,19,,1,1,105.26,Perth Scorchers,Sydney Sixers,1114860,BBL07,5,211
3327,5,AJ Turner,not out,52,27,,2,5,192.59,Perth Scorchers,Sydney Sixers,1114860,BBL07,5,211
3328,6,AC Voges (c),not out,19,17,,1,0,111.76,Perth Scorchers,Sydney Sixers,1114860,BBL07,5,211
3329,1,JJ Peirson †, b Wildermuth,12,13,,1,0,92.3,Brisbane Heat,Melbourne Renegades,1114861,BBL07,6,212
3330,2,BB McCullum (c), b Cooper,5,6,,1,0,83.33,Brisbane Heat,Melbourne Renegades,1114861,BBL07,6,212
3331,3,SD Heazlett,c Finch b Wildermuth,11,11,,2,0,100,Brisbane Heat,Melbourne Renegades,1114861,BBL07,6,212
3332,4,M Labuschagne, b Wildermuth,20,19,,2,0,105.26,Brisbane Heat,Melbourne Renegades,1114861,BBL07,6,212
3333,5,AI Ross, b Bravo,48,44,,3,1,109.09,Brisbane Heat,Melbourne Renegades,1114861,BBL07,6,212
3334,6,BCJ Cutting,c Richardson b Hogg,18,13,,0,2,138.46,Brisbane Heat,Melbourne Renegades,1114861,BBL07,6,212
3335,7,Shadab Khan,c Finch b Hogg,0,1,,0,0,0,Brisbane Heat,Melbourne Renegades,1114861,BBL07,6,212
3336,8,JK Lalor,c White b Bravo,10,9,,1,0,111.11,Brisbane Heat,Melbourne Renegades,1114861,BBL07,6,212
3337,9,MT Steketee,not out,4,1,,1,0,400,Brisbane Heat,Melbourne Renegades,1114861,BBL07,6,212
3338,10,B Doggett,not out,1,3,,0,0,33.33,Brisbane Heat,Melbourne Renegades,1114861,BBL07,6,212
3339,1,AJ Finch (c),c †Peirson b Shadab Khan,8,9,,1,0,88.88,Melbourne Renegades,Brisbane Heat,1114861,BBL07,6,212
3340,2,MS Harris, b Shadab Khan,9,13,,1,0,69.23,Melbourne Renegades,Brisbane Heat,1114861,BBL07,6,212
3341,3,CL White,c Steketee b Cutting,51,43,,4,2,118.6,Melbourne Renegades,Brisbane Heat,1114861,BBL07,6,212
3342,4,TLW Cooper,not out,52,44,,2,2,118.18,Melbourne Renegades,Brisbane Heat,1114861,BBL07,6,212
3343,5,BJ Hodge,not out,9,4,,0,1,225,Melbourne Renegades,Brisbane Heat,1114861,BBL07,6,212
3344,1,WG Bosisto,c Dunk b Faulkner,4,4,,1,0,100,Perth Scorchers,Melbourne Stars,1114862,BBL07,7,213
3345,2,M Klinger,c Quiney b Faulkner,1,4,,0,0,25,Perth Scorchers,Melbourne Stars,1114862,BBL07,7,213
3346,3,HWR Cartwright,c Quiney b Zampa,58,53,,5,2,109.43,Perth Scorchers,Melbourne Stars,1114862,BBL07,7,213
3347,4,AJ Turner, b Beer,0,3,,0,0,0,Perth Scorchers,Melbourne Stars,1114862,BBL07,7,213
3348,5,AC Voges (c),c †Handscomb b Hastings,35,31,,2,0,112.9,Perth Scorchers,Melbourne Stars,1114862,BBL07,7,213
3349,6,AC Agar,not out,33,21,,1,2,157.14,Perth Scorchers,Melbourne Stars,1114862,BBL07,7,213
3350,7,DJ Willey,c †Handscomb b Stoinis,2,2,,0,0,100,Perth Scorchers,Melbourne Stars,1114862,BBL07,7,213
3351,8,JP Inglis †,not out,2,2,,0,0,100,Perth Scorchers,Melbourne Stars,1114862,BBL07,7,213
3352,1,BR Dunk,c Turner b Johnson,6,8,,1,0,75,Melbourne Stars,Perth Scorchers,1114862,BBL07,7,213
3353,2,LJ Wright,c Agar b Tye,21,14,,3,1,150,Melbourne Stars,Perth Scorchers,1114862,BBL07,7,213
3354,3,PSP Handscomb †,c Bosisto b Tye,8,8,,2,0,100,Melbourne Stars,Perth Scorchers,1114862,BBL07,7,213
3355,4,GJ Maxwell, b Richardson,4,6,,1,0,66.66,Melbourne Stars,Perth Scorchers,1114862,BBL07,7,213
3356,5,MP Stoinis,c Cartwright b Tye,13,15,,1,0,86.66,Melbourne Stars,Perth Scorchers,1114862,BBL07,7,213
3357,6,RJ Quiney,run out (Voges),25,27,,2,0,92.59,Melbourne Stars,Perth Scorchers,1114862,BBL07,7,213
3358,7,JP Faulkner,not out,35,31,,2,1,112.9,Melbourne Stars,Perth Scorchers,1114862,BBL07,7,213
3359,8,JW Hastings (c),c †Inglis b Tye,5,10,,0,0,50,Melbourne Stars,Perth Scorchers,1114862,BBL07,7,213
3360,9,A Zampa, b Tye,0,1,,0,0,0,Melbourne Stars,Perth Scorchers,1114862,BBL07,7,213
3361,1,JC Buttler †, b Shadab Khan,23,24,,1,0,95.83,Sydney Thunder,Brisbane Heat,1114863,BBL07,8,214
3362,2,KR Patterson,c Cutting b Lalor,11,10,,1,0,110,Sydney Thunder,Brisbane Heat,1114863,BBL07,8,214
3363,3,SR Watson (c),c Burns b Shadab Khan,56,34,,6,2,164.7,Sydney Thunder,Brisbane Heat,1114863,BBL07,8,214
